,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
266,uDraw Studio,Wii,2010,Misc,THQ,1.67,0.58,0.0,0.2,2.46
267,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45
268,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0.0,0.59,2.44
269,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0.0,0.1,2.43
270,Sonic Adventure,DC,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42
271,Ice Hockey,NES,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
272,Pro Wrestling,NES,1987,Fighting,Nintendo,0.77,0.18,1.42,0.03,2.4
273,Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0.0,0.0,2.4
274,Frogger's Adventures: Temple of the Frog,GBA,2007,Adventure,Konami Digital Entertainment,2.15,0.18,0.0,0.07,2.39
275,LEGO Indiana Jones: The Original Adventures,Wii,2007,Action,LucasArts,1.54,0.63,0.0,0.22,2.39
276,Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0.0,0.1,2.39
277,WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02,2.38
278,Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0.0,2.37
279,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,0.69,0.14,1.48,0.05,2.36
280,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35
281,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
282,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,0.0,0.0,2.34,0.01,2.35
283,Skylanders SWAP Force,Wii,2013,Platform,Activision,1.32,0.83,0.0,0.2,2.34
284,My Fitness Coach,Wii,2008,Sports,Ubisoft,1.2,0.9,0.0,0.24,2.34
285,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,1.14,0.54,0.47,0.17,2.32
286,Just Dance Kids,Wii,2010,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32
287,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
288,WarioWare Touched!,DS,2004,Puzzle,Nintendo,0.52,0.45,1.21,0.13,2.31
289,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0.0,2.02,0.01,2.31
290,Guild Wars 2,PC,2012,Action,NCSoft,0.95,1.06,0.0,0.29,2.3
291,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,0.95,0.54,0.62,0.18,2.3
292,Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0.0,0.13,2.29
293,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0.0,0.1,2.28
294,Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28
295,Yokai Watch Busters,3DS,2015,Action,Level 5,0.0,0.0,2.28,0.0,2.28
296,Mario Bros.,NES,1983,Platform,Nintendo,0.51,0.12,1.63,0.02,2.28
297,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,1.12,0.39,0.64,0.12,2.27
298,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1.07,0.92,0.04,0.24,2.27
299,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,1.22,0.1,0.91,0.04,2.27
300,Wario Land 4,GBA,2001,Platform,Nintendo,0.9,0.73,0.54,0.09,2.26
301,Call of Duty 3,Wii,2007,Shooter,Activision,1.19,0.84,0.0,0.23,2.26
302,Resident Evil 4,Wii,2007,Action,Capcom,1.34,0.57,0.14,0.21,2.26
303,Minecraft,PSV,2014,Misc,Sony Computer Entertainment Europe,0.28,0.79,0.87,0.32,2.25
304,Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06,2.25
305,Monster Hunter Tri,Wii,2009,Role-Playing,Nintendo,0.67,0.41,1.05,0.11,2.25
306,Dissidia: Final Fantasy,PSP,2008,Fighting,Square Enix,0.51,0.51,0.91,0.32,2.25
307,Sonic Advance,GBA,2001,Platform,Sega,1.19,0.71,0.22,0.13,2.24
308,Spyro: Season of Ice,GBA,2001,Platform,Vivendi Games,1.29,0.83,0.0,0.11,2.23
309,Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,Konami Digital Entertainment,1.74,0.25,0.21,0.03,2.23
310,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0.0,0.21,2.23
311,New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16,2.22
312,Scribblenauts,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,1.71,0.32,0.02,0.18,2.22
313,The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,Nintendo,1.0,0.63,0.45,0.13,2.22
314,Frogger,2600,1981,Action,Parker Bros.,2.06,0.12,0.0,0.02,2.2
315,Wario Land 3,GB,2000,Platform,Nintendo,1.11,0.51,0.34,0.23,2.2
316,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0.0,2.05,0.0,2.2
317,Sonic Unleashed,Wii,2008,Platform,Sega,1.28,0.68,0.02,0.21,2.2
318,High School Musical: Makin' the Cut!,DS,2007,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2
319,Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,Activision,1.68,0.44,0.0,0.08,2.19
320,Kirby's Pinball Land,GB,1992,Misc,Nintendo,0.87,0.17,1.1,0.05,2.19
321,Donkey Kong Country,GB,2000,Platform,Nintendo,1.04,0.72,0.3,0.13,2.19
322,Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,2.17,0.01,2.18
323,Pokemon Ranger,DS,2006,Role-Playing,Nintendo,1.29,0.04,0.73,0.12,2.18
324,Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
325,Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03,2.17
326,Tennis,NES,1984,Sports,Nintendo,0.48,0.11,1.56,0.02,2.17
327,The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0.0,0.1,2.16
328,Your Shape featuring Jenny McCarthy,Wii,2009,Sports,Ubisoft,1.51,0.47,0.0,0.18,2.16
329,Volleyball,NES,1987,Sports,Nintendo,0.14,0.03,1.98,0.0,2.15
330,Call of Duty: Roads to Victory,PSP,2007,Shooter,Activision,0.52,1.03,0.0,0.59,2.14
331,Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,Nintendo,0.66,0.0,1.45,0.03,2.14
332,Mahjong,NES,1983,Misc,Nintendo,0.01,0.0,2.13,0.0,2.14
333,R.C. Pro-Am,NES,1988,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
334,SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0.0,0.1,2.14
335,Demon Attack,2600,1981,Shooter,Imagic,1.99,0.12,0.0,0.02,2.13
336,Tetris DS,DS,2006,Puzzle,Nintendo,0.64,0.07,1.35,0.08,2.13
337,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13
338,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.93,0.97,0.02,0.21,2.12
339,Final Fantasy III,DS,2006,Role-Playing,Square Enix,0.91,0.05,1.07,0.09,2.12
340,Kirby's Epic Yarn,Wii,2010,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12
341,Project Gotham Racing,XB,2001,Racing,Microsoft Game Studios,1.37,0.61,0.05,0.09,2.12
342,Golf,GB,1989,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
343,Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0.0,0.03,2.11
344,Mario Sports Mix,Wii,2010,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11
345,Rock Band,Wii,2007,Misc,MTV Games,1.35,0.56,0.0,0.2,2.11
346,Project Gotham Racing (JP weekly sales),XB,2002,Action,Microsoft Game Studios,1.54,0.44,0.04,0.07,2.1
347,Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18,2.1
348,Wipeout: The Game,Wii,2009,Misc,Mindscape,1.97,0.0,0.0,0.12,2.09
349,The Sims 2: Pets,DS,2006,Simulation,Electronic Arts,0.92,0.94,0.0,0.22,2.09
350,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,0.46,0.42,0.96,0.25,2.09
351,World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0.0,0.0,2.08
352,Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,Konami Digital Entertainment,1.36,0.52,0.0,0.2,2.08
353,Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06,2.08
354,Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0.0,0.0,2.08
355,Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0.0,0.11,2.08
356,Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,Square Enix,0.63,0.42,0.75,0.26,2.07
357,Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,Konami Digital Entertainment,1.64,0.36,0.0,0.07,2.07
358,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06
359,The Incredibles,GBA,2004,Action,THQ,1.15,0.77,0.04,0.1,2.06
360,Mario & Luigi: Dream Team,3DS,2013,Role-Playing,Nintendo,0.89,0.57,0.46,0.13,2.06
361,Carnival Games,DS,2008,Misc,Take-Two Interactive,1.23,0.64,0.0,0.19,2.05
362,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,Nintendo,1.16,0.06,0.83,0.0,2.05
363,Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06,2.05
364,NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0.0,0.05,2.05
365,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,Square Enix,1.11,0.27,0.53,0.14,2.04
366,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,Ubisoft,0.73,1.09,0.0,0.23,2.04
367,Donkey Kong Country,GBA,2003,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
368,1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05,2.03
369,TouchMaster,DS,2007,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01
370,Fire Emblem: Awakening,3DS,2012,Role-Playing,Nintendo,0.89,0.45,0.53,0.13,2.0
371,Super Street Fighter II,SNES,1993,Fighting,Nintendo,0.52,0.16,1.29,0.03,2.0
372,Tennis,GB,1989,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
373,Harry Potter and the Chamber of Secrets,GBA,2002,Action,Electronic Arts,1.21,0.64,0.05,0.09,1.99
374,SimCity,SNES,1991,Simulation,Nintendo,0.93,0.27,0.75,0.04,1.98
375,Sonic Classic Collection,DS,2010,Platform,Sega,0.99,0.8,0.0,0.18,1.97
376,Call of Duty: World at War,Wii,2008,Shooter,Activision,1.2,0.59,0.0,0.19,1.97
377,E.T.: The Extra Terrestrial,2600,1981,Action,Atari,1.84,0.11,0.0,0.02,1.97
378,Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,0.5,0.5,0.63,0.33,1.96
379,Rad Racer,NES,1986,Racing,Nintendo,1.13,0.37,0.41,0.05,1.96
380,Soccer,NES,1985,Sports,Nintendo,0.18,0.23,1.53,0.02,1.96
381,Kirby Squeak Squad,DS,2006,Platform,Nintendo,0.79,0.03,1.05,0.08,1.96
382,Grand Theft Auto: San Andreas,XB,2005,Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95
383,Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0.0,0.09,1.95
384,Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0.0,0.0,0.0,1.94
385,Alleyway,GB,1989,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
386,Mortal Kombat II,SNES,1993,Fighting,Acclaim Entertainment,1.48,0.39,0.0,0.06,1.93
387,Virtua Fighter 2,SAT,1995,Fighting,Sega,0.34,0.26,1.3,0.03,1.93
388,Tetris DX,GB,1998,Puzzle,Nintendo,1.06,0.6,0.2,0.07,1.93
389,Mario Super Sluggers,Wii,2008,Sports,Nintendo,1.51,0.0,0.29,0.12,1.93
390,The Legend of Zelda: Oracle of Ages,GB,2001,Action,Nintendo,0.92,0.53,0.41,0.06,1.92
391,Monopoly,Wii,2008,Misc,Electronic Arts,0.87,0.85,0.0,0.2,1.92
392,The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0.0,0.09,1.92
393,Toy Story Mania!,Wii,2009,Misc,Disney Interactive Studios,1.06,0.67,0.0,0.18,1.92
394,Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02,1.91
395,Star Wars: The Force Unleashed,Wii,2008,Action,LucasArts,1.14,0.57,0.0,0.19,1.91
396,Game Party 2,Wii,2008,Misc,Midway Games,1.3,0.44,0.0,0.17,1.91
397,LEGO Star Wars III: The Clone Wars,Wii,2011,Action,LucasArts,1.08,0.66,0.0,0.17,1.91
398,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09,1.9
399,Yokai Watch,3DS,2013,Role-Playing,Nintendo,0.21,0.3,1.33,0.04,1.89
400,Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
401,Donkey Kong Country Returns,3DS,2013,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
402,The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
403,Madden NFL 06,XB,2005,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86
404,Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
405,Phineas and Ferb,DS,2009,Action,Disney Interactive Studios,1.34,0.37,0.0,0.15,1.86
406,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.85,0.71,0.13,0.16,1.86
407,Mario Party: Island Tour,3DS,2013,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85
408,Rayman Raving Rabbids 2,Wii,2007,Misc,Ubisoft,0.83,0.82,0.0,0.2,1.85
409,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85
410,Pinball,NES,1984,Action,Nintendo,0.8,0.19,0.83,0.03,1.85
411,"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83
412,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,THQ,1.31,0.49,0.0,0.03,1.83
413,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83
414,Secret of Mana,SNES,1993,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
415,Kirby: Triple Deluxe,3DS,2014,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82
416,Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12,1.82
417,The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82
418,Metroid Prime 3: Corruption,Wii,2007,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
419,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,Nintendo,0.22,0.21,1.35,0.03,1.81
420,Crazy Taxi,DC,2000,Racing,Sega,1.1,0.51,0.12,0.08,1.81
421,Sonic Advance 2,GBA,2002,Platform,Sega,0.93,0.59,0.21,0.07,1.8
422,Disney's The Lion King,SNES,1994,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
423,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78
424,Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78
425,The Legend of Zelda: The Wind Waker,WiiU,2013,Action,Nintendo,0.93,0.57,0.14,0.13,1.77
426,High School Musical: Sing It!,Wii,2007,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77
427,Wii Party U,WiiU,2013,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77
428,Final Fantasy II,SNES,1991,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77
429,Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77
430,Dead or Alive 3,XB,2001,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77
431,Metroid II: Return of Samus,GB,1991,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
432,Golden Sun,GBA,2001,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76
433,Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07,1.76
434,Kid Icarus,NES,1986,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76
435,Tom Clancy's Ghost Recon,XB,2002,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76
436,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,THQ,1.26,0.47,0.0,0.03,1.76
437,Star Wars: Battlefront,XB,2004,Shooter,Activision,1.24,0.45,0.0,0.07,1.75
438,Yoshi,NES,1991,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
439,Disney's Aladdin,SNES,1993,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
440,Kirby's Adventure,NES,1993,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
441,Cooking Mama 3: Shop & Chop,DS,2009,Simulation,505 Games,0.83,0.66,0.08,0.18,1.75
442,2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,THQ,1.25,0.46,0.0,0.03,1.75
443,The Beatles: Rock Band,Wii,2009,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74
444,Sonic Colors,Wii,2010,Platform,Sega,0.96,0.61,0.01,0.16,1.74
445,Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74
446,Uncharted: Golden Abyss,PSV,2011,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74
447,Harry Potter and the Sorcerer's Stone,GB,2001,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73
448,Disney Infinity,Wii,2013,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73
449,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73
450,Imagine: Teacher,DS,2008,Simulation,Ubisoft,0.7,0.83,0.0,0.19,1.72
451,Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0.0,0.33,1.72
452,Madden NFL 2005,XB,2004,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72
453,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0.0,0.25,1.71
454,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71
455,Deal or No Deal,DS,2007,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71
456,Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71
457,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71
458,Tetris Worlds,GBA,2001,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71
459,Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7
460,We Ski,Wii,2008,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
461,Personal Trainer: Math,DS,2007,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
462,Kirby's Return to Dreamland,Wii,2011,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
463,Super Puyo Puyo,SNES,1993,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7
464,Ben 10: Protector of Earth,DS,2007,Action,D3Publisher,0.69,0.83,0.0,0.19,1.7
465,WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
466,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
467,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69
468,Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69
469,Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06,1.69
470,Call of Duty Black Ops: Declassified,PSV,2012,Action,Activision,0.8,0.52,0.07,0.3,1.69
471,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,LucasArts,0.9,0.47,0.0,0.32,1.68
472,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
473,The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68
474,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,LucasArts,1.23,0.3,0.0,0.14,1.68
475,MySims,Wii,2007,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
476,Metroid Fusion,GBA,2002,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
477,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67
478,Big Beach Sports,Wii,2008,Sports,THQ,0.45,1.02,0.0,0.2,1.67
479,Star Wars: Battlefront II,XB,2005,Shooter,Activision,1.22,0.39,0.0,0.06,1.67
480,Disney's DuckTales,NES,1989,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
481,"Monsters, Inc.",GBA,2001,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
482,StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.82,0.65,0.0,0.19,1.67
483,PGR: Project Gotham Racing 2,XB,2003,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67
484,Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1.0,0.3,0.31,0.04,1.66
485,Ms. Pac-Man,2600,1981,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65
486,Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
487,Super Scope 6,SNES,1991,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
488,Go Vacation,Wii,2011,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
489,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
490,Kirby & the Amazing Mirror,GBA,2004,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
491,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,0.76,0.72,0.0,0.16,1.64
492,Dig Dug,2600,1982,Puzzle,Atari,1.52,0.1,0.0,0.02,1.64
493,Ghosts 'n Goblins,NES,1986,Action,Capcom,0.74,0.26,0.61,0.03,1.64
494,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63
495,Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
496,Call of Duty: Black Ops,PC,2007,Shooter,Activision,0.58,0.81,0.0,0.24,1.63
497,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
498,Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62
499,Pokemon Battle Revolution,Wii,2006,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
500,Baseball,GB,1989,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
501,Yu-Gi-Oh! Duel Monsters,GB,1998,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61
502,Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
503,SpongeBob's Atlantis SquarePantis,DS,2007,Action,THQ,1.5,0.0,0.0,0.11,1.61
504,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
505,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,0.4,0.99,0.0,0.22,1.6
506,F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08,1.6
507,River Raid,2600,1981,Shooter,Activision,1.49,0.09,0.0,0.02,1.6
508,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,Square Enix,0.19,0.02,1.36,0.02,1.6
509,Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04,1.6
510,Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0.0,0.0,1.59
511,The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04,1.59
512,Mario Bros.,2600,1982,Platform,Atari,1.48,0.09,0.0,0.02,1.59
513,Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58
514,Guitar Hero: On Tour Decades,DS,2008,Misc,Activision,0.85,0.58,0.0,0.16,1.58
515,MySims Kingdom,DS,2008,Simulation,Electronic Arts,0.81,0.6,0.01,0.17,1.58
516,Guitar Hero 5,Wii,2009,Misc,Activision,0.94,0.49,0.0,0.15,1.58
517,High School Musical 3: Senior Year,DS,2008,Misc,Disney Interactive Studios,0.64,0.76,0.0,0.17,1.58
518,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,Action,Square Enix,0.88,0.26,0.34,0.09,1.58
519,Hannah Montana: Music Jam,DS,2007,Action,Disney Interactive Studios,1.06,0.37,0.0,0.15,1.58
520,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,Nintendo,0.58,0.44,0.44,0.12,1.58
521,Spyro 2: Season of Flame,GBA,2002,Platform,Vivendi Games,0.85,0.65,0.0,0.08,1.58
522,Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04,1.57
523,Donkey Kong Classics,NES,1988,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56
524,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
525,Dragon Quest Monsters 2,GB,2001,Role-Playing,Enix Corporation,0.0,0.0,1.56,0.0,1.56
526,Pokemon Pinball: Ruby & Sapphire,GBA,2003,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56
527,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,0.91,0.57,0.0,0.07,1.55
528,Active Life: Outdoor Challenge,Wii,2008,Sports,Atari,0.79,0.44,0.19,0.14,1.55
529,007: The World is not Enough,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03,1.55
