Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Clannad,2011,Adventure,Prototype,0,0,0.03,0,0.03
Rugby League Live 3,2015,Action,Tru Blu Entertainment,0,0.03,0,0,0.03
Ukiyo no Shishi,2015,Action,Namco Bandai Games,0,0,0.03,0,0.03
Super Hero Generation,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
.hack: Sekai no Mukou ni + Versus,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Accel World: Ginyoku no Kakusei,2012,Adventure,Namco Bandai Games,0,0,0.03,0,0.03
Dragon's Dogma Online,2015,Role-Playing,Capcom,0,0,0.03,0,0.03
Atelier Sophie: The Alchemist of the Mysterious Book,2015,Role-Playing,Tecmo Koei,0,0,0.03,0,0.03
SingStar Chartbreaker,2009,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
Pro Yakyuu Spirits 5 Kanzenban,2008,Sports,Konami Digital Entertainment,0,0,0.03,0,0.03
SingStar Fussballhits,2010,Misc,Sony Computer Entertainment,0,0.02,0,0.01,0.03
JoJo's Bizarre Adventure: Eyes of Heaven,2015,Fighting,Namco Bandai Games,0,0,0.03,0,0.03
Hajime no Ippo: The Fighting! (2014),2014,Sports,Namco Bandai Games,0,0,0.03,0,0.03
Super Heroine Chronicle,2014,Role-Playing,Namco Bandai Games,0,0,0.03,0,0.03
Darkstalkers Resurrection,2013,Fighting,Capcom,0,0,0.03,0,0.03
World Sports Competition,2009,Sports,Hudson Soft,0.02,0,0,0.01,0.03
Shin Sangoku Musou Online: Kamishou Ranbu,2010,Action,Tecmo Koei,0,0,0.03,0,0.03
Cabela's Big Game Hunter: Pro Hunts,2014,Shooter,Activision,0.03,0,0,0,0.03
The Idolmaster: Gravure For You! Vol. 5,2012,Misc,Namco Bandai Games,0,0,0.03,0,0.03
Muv-Luv Alternative: Total Eclipse,2013,Simulation,5pb,0,0,0.03,0,0.03
Let's Dance with Mel B,2011,Sports,Black Bean Games,0,0.02,0,0.01,0.03
Worms,2009,Strategy,Sony Computer Entertainment,0,0.02,0,0.01,0.03
Mahjong Kakutou Club: Zenkoku Taisenban,2006,Misc,Konami Digital Entertainment,0,0,0.03,0,0.03
Bladestorm: Nightmare,2015,Action,Tecmo Koei,0,0,0.03,0,0.03
Rugby League Live,2010,Sports,Home Entertainment Suppliers,0,0.02,0,0.01,0.03
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,2011,Misc,Unknown,0,0,0.03,0,0.03
The IdolM@ster: Gravure For You! Vol. 6,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Samurai Warriors 2,2013,Action,Tecmo Koei,0,0,0.03,0,0.03
The Last Guy,2009,Action,Sony Computer Entertainment,0,0,0.03,0,0.03
Aegis of Earth: Protonovus Assault,2016,Action,PQube,0.01,0.01,0,0,0.03
Eureka Seven AO: Jungfrau no Hanabanatachi,2012,Action,Namco Bandai Games,0,0,0.03,0,0.03
Infinite Stratos 2: Ignition Hearts,2014,Adventure,5pb,0,0,0.03,0,0.03
Captain Morgane and the Golden Turtle,2012,Adventure,Reef Entertainment,0,0.02,0,0.01,0.03
Touch Shot! Love Application,2012,Adventure,Compile Heart,0,0,0.03,0,0.03
Steins;Gate 0,2015,Adventure,5pb,0,0,0.03,0,0.03
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,2013,Misc,Paon Corporation,0,0,0.03,0,0.03
The Idolmaster: Gravure For You! Vol.7,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,N/A,Adventure,N/A,0,0,0.02,0,0.02
Naruto Shippuden: Ultimate Ninja Storm Collection,2016,Action,Namco Bandai Games,0,0.02,0,0,0.02
Ken to Mahou to Gakuen Mono. 2G,2010,Role-Playing,Acquire,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
The Voice,2014,Action,Activision,0.02,0,0,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,2015,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
Dunamis 15,2011,Adventure,5pb,0,0,0.02,0,0.02
Blade Arcus from Shining EX,2015,Fighting,Sega,0,0,0.02,0,0.02
Invizimals: The Lost Kingdom,2013,Action,Sony Computer Entertainment,0,0.02,0,0.01,0.02
428: Fuusa Sareta Shibuya de,2009,Adventure,Spike,0,0,0.02,0,0.02
Winning Post 8 2015,2015,Action,Tecmo Koei,0,0,0.02,0,0.02
Zillions of Enemy X: Zetsukai no Crusade,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
Kung Fu Panda: Showdown of Legendary Legends,2015,Action,Little Orbit,0,0.02,0,0,0.02
Love Once: Mermaid's Tears,2011,Adventure,Unknown,0,0,0.02,0,0.02
PachiPara 15: Super Umi Monogatari in Okinawa 2,2010,Misc,Irem Software Engineering,0,0,0.02,0,0.02
Motto! SoniComi,2014,Simulation,Kadokawa Games,0,0,0.02,0,0.02
Darksiders,2010,Action,THQ,0.01,0.01,0,0,0.02
Turbo: Super Stunt Squad,2013,Sports,D3Publisher,0,0.02,0,0,0.02
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,2010,Adventure,Alchemist,0,0,0.02,0,0.02
Dance! It's Your Stage,2011,Misc,DTP Entertainment,0,0.02,0,0.01,0.02
The Idolmaster: Gravure For You! Vol.9,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
Date A Live: Arusu Install,2014,Adventure,Compile Heart,0,0,0.02,0,0.02
Shinken de Watashi ni Koi Shinasai! R,2012,Action,Minato Station,0,0,0.02,0,0.02
Final Fantasy XIV: Heavensward,2015,Action,Square Enix,0.01,0,0.01,0,0.02
Don Bradman Cricket 14,2014,Sports,Tru Blu Entertainment,0,0.02,0,0,0.02
Dungeons & Dragons: Shadow over Mystara,2013,Role-Playing,Capcom,0,0,0.02,0,0.02
The Awakened Fate Ultimatum,2014,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
Gal Gun,2012,Shooter,Alchemist,0,0,0.02,0,0.02
Rinne no Lagrange: Kamogawa Days,2012,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
The Idolmaster: Gravure For You! Vol.8,2012,Action,Namco Bandai Games,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,2015,Misc,Namco Bandai Games,0,0,0.02,0,0.02
The Legend of Heroes: Trails in the Sky Second Chapter,2013,Role-Playing,Falcom Corporation,0,0,0.02,0,0.02
CV Casting Voice,2014,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
Battle Princess of Arcadias,2013,Role-Playing,Nippon Ichi Software,0,0,0.02,0,0.02
Steins;Gate: Hiyoku Renri no Darling,2012,Adventure,5pb,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
Tom Clancy's Splinter Cell Classic Trilogy HD,2011,Action,Ubisoft,0.02,0,0,0,0.02
Sengoku Basara: Sanada Yukimura-Den,2016,Action,Capcom,0,0,0.02,0,0.02
Natsuiro High School: Seishun Hakusho,2015,Action,D3Publisher,0,0,0.02,0,0.02
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,2015,Action,Arc System Works,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,2016,Misc,Namco Bandai Games,0,0,0.02,0,0.02
Call of Duty: Modern Warfare Trilogy,2016,Shooter,Activision,0,0.01,0,0,0.02
Toukiden 2,2016,Action,Tecmo Koei,0,0,0.02,0,0.02
Tour de France 2014,2014,Sports,Focus Home Interactive,0,0.02,0,0,0.02
SBK09 Superbike World Championship,2009,Racing,Black Bean Games,0,0.01,0,0,0.02
Wizardry Twin Pack,2011,Role-Playing,Acquire,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
Machi-ing Maker 4,2011,Strategy,D3Publisher,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
Dream C Club: GoGo,2014,Adventure,D3Publisher,0,0,0.02,0,0.02
Winning Post 7: Maximum 2007,2007,Sports,Tecmo Koei,0,0,0.02,0,0.02
Shin Sangoku Musou Online: Souten Ranbu,2010,Action,Tecmo Koei,0,0,0.02,0,0.02
Nurarihyon no Mago: Hyakki Ryouran Taisen,2011,Fighting,Konami Digital Entertainment,0,0,0.02,0,0.02
Barbie and Her Sisters Puppy Rescue,2015,Action,Namco Bandai Games,0,0.01,0,0,0.02
Accel World: Kasoku no Chouten,2013,Adventure,Namco Bandai Games,0,0,0.02,0,0.02
Dream C Club,2012,Simulation,D3Publisher,0,0,0.02,0,0.02
Xblaze: Lost Memories,2015,Adventure,Arc System Works,0.01,0,0,0,0.02
Nobunaga no Yabou Online: Houou no Shou,2012,Strategy,Ackkstudios,0,0,0.01,0,0.01
Utawarerumono: Futari no Hakuoro,2016,Misc,Aqua Plus,0,0,0.01,0,0.01
Pro Angler Moves,2012,Sports,"Interworks Unlimited, Inc.",0.01,0,0,0,0.01
The Legend of Heroes: Trails in the Sky Third Chapter,2013,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
Higurashi no Naku Koro ni Iki,2015,Action,Kaga Create,0,0,0.01,0,0.01
Winning Post 7 Maximum 2008,2008,Sports,Tecmo Koei,0,0,0.01,0,0.01
Madden NFL 13,2012,Sports,Electronic Arts,0,0.01,0,0,0.01
WSC REAL 09: World Snooker Championship,2009,Sports,Deep Silver,0,0.01,0,0,0.01
Putty Squad,2013,Platform,System 3,0,0.01,0,0,0.01
Sega Golf Club: Miyazato San Kyoudai Naizou,2006,Sports,Sega,0,0,0.01,0,0.01
Resistance Dual Pack,2011,Shooter,Sony Computer Entertainment,0,0.01,0,0,0.01
Toro to Morimori,2009,Misc,Sony Computer Entertainment,0,0,0.01,0,0.01
Tsukigime Ranko's Longest Day,2014,Action,Namco Bandai Games,0,0.01,0,0,0.01
Batman: A Telltale Game Series,2016,Adventure,Telltale Games,0,0.01,0,0,0.01
Mahjong Taikai IV,2006,Misc,Tecmo Koei,0,0,0.01,0,0.01
Agarest Senki: Re-appearance,N/A,Role-Playing,Idea Factory,0,0,0.01,0,0.01
Strider (2014),2014,Platform,Capcom,0,0,0.01,0,0.01
Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,2009,Role-Playing,Nippon Ichi Software,0,0,0.01,0,0.01
Nitroplus Blasterz: Heroines Infinite Duel,2015,Fighting,Nitroplus,0,0,0.01,0,0.01
G1 Jockey 4 2008,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01
Hakuouki: Shinsengumi Kitan,N/A,Adventure,Unknown,0.01,0,0,0,0.01
"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",2014,Fighting,Namco Bandai Games,0,0,0.01,0,0.01
Chaos;Child,2015,Adventure,5pb,0,0,0.01,0,0.01
Railfan,2006,Simulation,Ongakukan,0,0,0.01,0,0.01
Hyperdimension Neptunia mk2,2011,Action,Nippon Ichi Software,0,0.01,0,0,0.01
Shin Koihime Musou: Otome Taisen * Sangokushi Engi,2014,Adventure,Views,0,0,0.01,0,0.01
Muv-Luv Alternative,2012,Simulation,5pb,0,0,0.01,0,0.01
Akatsuki no Goei Trinity,2012,Adventure,5pb,0,0,0.01,0,0.01
Battle Fantasia,2008,Fighting,505 Games,0,0,0.01,0,0.01
